300,	2.17923
350,	2.7392
400,	3.1491
450,	3.50826
500,	3.80952
550,	4.12173
600,	4.5977
650,	4.8725
700,	5.3333
750,	5.6382
800,	5.8823
850,	6.25
900,	6.4767
950,	6.7795
1000,	7.14754
